CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;DateDebutOperationPrelBio;CdSupport;LbSupport;DtProdResultatBiologique;HeureResultat;CdParametreResultatBiologique;LbLongParametre;ResIndiceResultatBiologique;CdUniteMesure;SymUniteMesure;CdRqIndiceResultatBiologique;MnemoRqAna;CdMethEval;RefOperationPrelBio;CdProducteur;NomProducteur;CdAccredRsIndiceResultatBiologique;MnAccredRsIndiceResultatBiologique
05104000;La Garonne en amont du Lot;700;2019-07-23;13;Macroinvertébrés aquatiques;2020-09-09;00:00:00;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;15.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839496;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;700;2019-07-23;13;Macroinvertébrés aquatiques;2020-09-09;00:00:00;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;39.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839496;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;700;2019-07-23;13;Macroinvertébrés aquatiques;2020-09-09;00:00:00;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;5.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839496;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;700;2019-07-23;13;Macroinvertébrés aquatiques;2020-09-09;00:00:00;8130;Nombre de taxons contributifs de MGCE 12 prélèvements;54.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839496;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2016-09-01;10;Diatomées benthiques;2018-05-09;00:00:00;5856;Indice Biologique Diatomées (IBD);10.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600294;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2016-09-01;10;Diatomées benthiques;2018-05-09;00:00:00;8059;Nombre d'unités diatomiques contributives;371.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600294;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2016-09-01;10;Diatomées benthiques;2018-05-09;00:00:00;8060;Nombre de taxons contributifs de l'IBD;32.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600294;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2017-07-19;10;Diatomées benthiques;2019-01-14;00:00:00;5856;Indice Biologique Diatomées (IBD);11.3;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1703316;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2017-07-19;10;Diatomées benthiques;2019-01-14;00:00:00;8059;Nombre d'unités diatomiques contributives;386.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1703316;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2017-07-19;10;Diatomées benthiques;2019-01-14;00:00:00;8060;Nombre de taxons contributifs de l'IBD;38.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1703316;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2018-08-01;10;Diatomées benthiques;2019-10-01;00:00:00;5856;Indice Biologique Diatomées (IBD);10.5;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1777256;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2018-08-01;10;Diatomées benthiques;2019-10-01;00:00:00;8059;Nombre d'unités diatomiques contributives;401.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1777256;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2018-08-01;10;Diatomées benthiques;2019-10-01;00:00:00;8060;Nombre de taxons contributifs de l'IBD;33.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1777256;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2019-09-17;10;Diatomées benthiques;2020-04-02;00:00:00;5856;Indice Biologique Diatomées (IBD);10.9;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1841365;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2019-09-17;10;Diatomées benthiques;2020-04-02;00:00:00;8059;Nombre d'unités diatomiques contributives;356.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1841365;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;800;2019-09-17;10;Diatomées benthiques;2020-04-02;00:00:00;8060;Nombre de taxons contributifs de l'IBD;38.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1841365;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2016-08-23;27;Macrophytes;2017-09-07;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);8.19;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMRprof_BE;1635947;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2017-09-01;27;Macrophytes;2018-04-13;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);7.86;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.2;1704733;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2017-09-01;27;Macrophytes;2018-04-13;00:00:00;7974;Nombre de taxons contributifs de l'IBMR;17.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.2;1704733;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2017-09-01;27;Macrophytes;2018-04-13;00:00:00;8063;Note IBMR robuste;8.49;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.2;1704733;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2018-08-21;27;Macrophytes;2019-05-15;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);7.44;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1778617;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2018-08-21;27;Macrophytes;2019-05-15;00:00:00;7974;Nombre de taxons contributifs de l'IBMR;12.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1778617;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2018-08-21;27;Macrophytes;2019-05-15;00:00:00;8063;Note IBMR robuste;6.38;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1778617;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2019-10-11;27;Macrophytes;2020-04-02;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);7.14;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1842620;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2019-10-11;27;Macrophytes;2020-04-02;00:00:00;7974;Nombre de taxons contributifs de l'IBMR;23.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1842620;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05104000;La Garonne en amont du Lot;900;2019-10-11;27;Macrophytes;2020-04-02;00:00:00;8063;Note IBMR robuste;7.6;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1842620;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2016-09-02;00:00:00;7036;Indice Poisson Rivière (IPR);15.2857;0;Unité inconnue;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;QER_IPR;1610703;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7036;Indice Poisson Rivière (IPR);15.2856509314148;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7644;Score de la métrique nombre total d’espèces (NTE);1.49067548016961;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);2.73095655632496;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);3.77354209321465;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7745;Score de la métrique densité d'individus invertivores (DII);0.00239209963826464;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7746;Score de la métrique densité d'individus omnivores (DIO);1.28029508327601;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7786;Score de la métrique densité d'individus tolérants (DIT);2.50507889123732;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2015-10-27;4;Poissons;2020-12-08;;7787;Score de la métrique densité totale d'individus (DTI);3.50271072755398;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2018-03-12;00:00:00;7036;Indice Poisson Rivière (IPR);12.91;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;AFB_IPR_AG_2017;1676551;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7036;Indice Poisson Rivière (IPR);12.9135619806254;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7644;Score de la métrique nombre total d’espèces (NTE);1.46424755251127;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);2.72683652129041;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);3.75301987997256;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7745;Score de la métrique densité d'individus invertivores (DII);0.0242416866116781;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7746;Score de la métrique densité d'individus omnivores (DIO);1.06759170974869;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7786;Score de la métrique densité d'individus tolérants (DIT);2.09599689490615;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2017-10-17;4;Poissons;2020-12-08;;7787;Score de la métrique densité totale d'individus (DTI);1.78162773558461;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7036;Indice Poisson Rivière (IPR);12.2149535690245;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7644;Score de la métrique nombre total d’espèces (NTE);3.18335873128895;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);2.76566409676392;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);3.97702363359578;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7745;Score de la métrique densité d'individus invertivores (DII);0.650650537942346;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7746;Score de la métrique densité d'individus omnivores (DIO);0.300304233297128;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7786;Score de la métrique densité d'individus tolérants (DIT);0.895686851122246;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;500;2019-09-18;4;Poissons;2020-05-20;;7787;Score de la métrique densité totale d'individus (DTI);0.442265485014123;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;13002276701142;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE NOUVELLE AQUITAINE (AFB);0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2016-08-31;10;Diatomées benthiques;2018-05-09;00:00:00;5856;Indice Biologique Diatomées (IBD);10.4;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600328;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2016-08-31;10;Diatomées benthiques;2018-05-09;00:00:00;8059;Nombre d'unités diatomiques contributives;359.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600328;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2016-08-31;10;Diatomées benthiques;2018-05-09;00:00:00;8060;Nombre de taxons contributifs de l'IBD;32.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600328;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2017-07-19;10;Diatomées benthiques;2019-01-14;00:00:00;5856;Indice Biologique Diatomées (IBD);10.8;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1704192;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2017-07-19;10;Diatomées benthiques;2019-01-14;00:00:00;8059;Nombre d'unités diatomiques contributives;376.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1704192;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2017-07-19;10;Diatomées benthiques;2019-01-14;00:00:00;8060;Nombre de taxons contributifs de l'IBD;33.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1704192;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2018-08-01;10;Diatomées benthiques;2019-10-01;00:00:00;5856;Indice Biologique Diatomées (IBD);11.4;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1778282;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2018-08-01;10;Diatomées benthiques;2019-10-01;00:00:00;8059;Nombre d'unités diatomiques contributives;318.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1778282;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2018-08-01;10;Diatomées benthiques;2019-10-01;00:00:00;8060;Nombre de taxons contributifs de l'IBD;29.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1778282;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05111500;La Garonne à Port Ste-Marie;800;2019-09-17;10;Diatomées benthiques;2020-04-02;00:00:00;5856;Indice Biologique Diatomées (IBD);11.1;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1840851;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
