CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdListeFauFlor;LbListeFauFlor;CdTypListeFauFlor;MnTypListeFauFlor;CdTypTaxRep;MnTypTaxRep;CdAppelTaxon;NomLatinAppelTaxon;RsTaxRep;CdRqNbrTaxRep;MnemoRqNbrTaxRep;CdUniteMesure;SymUniteMesure;RefOperationPrelBio;CdProducteur;NomProducteur
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;1051;Corbicula;7.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;1054;Tricladida;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;1056;Dugesia;11.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;19280;Physella;7.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;193;Hydroptilidae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;197;Orthotrichia;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;249;Ecnomus;20.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;2517;Hydrophilinae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;3106;Spongillidae;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;3110;Prostoma;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;3170;Ostracoda;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;3206;Copepoda;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;33844;Pomatinus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;383;Centroptilum;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;389;Cloeon simile;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;391;Procloeon bifidum;3.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;4334;Hemimysis;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;457;Caenis;17.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;474;Choroterpes;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;5116;Crangonyx;138.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;518;Haliplus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;613;Dryops;5.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;615;Potamophilus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;617;Stenelmis;6.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;619;Esolus;9.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;623;Limnius;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;657;Platycnemis;11.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;658;Coenagrionidae;3.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;661;Erythromma;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;682;Onychogomphus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;696;Libellulidae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;719;Micronecta;8.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;807;Chironomidae;150.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;819;Ceratopogonidae;10.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;856;Sisyra;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;880;Asellidae;6.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;888;Echinogammarus;3.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;906;Hydracarina;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;928;Erpobdellidae;7.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;933;Oligochaeta;85.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;967;Theodoxus;9.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;994;Bithynia;6.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;A;;;;1;NbrTax;995;Physidae;6.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;1028;Ancylus;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;1051;Corbicula;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;1054;Tricladida;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;1056;Dugesia;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;19280;Physella;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;212;Hydropsyche;5.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;311;Athripsodes;11.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;3110;Prostoma;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;313;Ceraclea;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;3168;Hydrozoa;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;317;Oecetis;20.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;3170;Ostracoda;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;364;Baetis;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;399;Heptageniidae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;443;Heptagenia;3.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;457;Caenis;7.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;617;Stenelmis;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;618;Elmis;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;623;Limnius;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;807;Chironomidae;15.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;888;Echinogammarus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;906;Hydracarina;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;909;Glossiphonia;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;912;Helobdella;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;928;Erpobdellidae;8.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;967;Theodoxus;76.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;994;Bithynia;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;995;Physidae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;B;;;;1;NbrTax;998;Lymnaeidae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;1004;Radix;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;1051;Corbicula;20.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;200;Hydroptila;3.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;249;Ecnomus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;311;Athripsodes;31.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;3110;Prostoma;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;3168;Hydrozoa;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;3170;Ostracoda;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;364;Baetis;7.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;390;Procloeon;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;391;Procloeon bifidum;5.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;457;Caenis;6.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;509;Potamanthus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;617;Stenelmis;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;619;Esolus;57.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;650;Calopteryx;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;682;Onychogomphus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;807;Chironomidae;368.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;906;Hydracarina;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;928;Erpobdellidae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;933;Oligochaeta;7.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;967;Theodoxus;14.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;994;Bithynia;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;995;Physidae;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C;;;;1;NbrTax;998;Lymnaeidae;14.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;1004;Radix;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;1051;Corbicula;8.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;197;Orthotrichia;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;200;Hydroptila;5.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;211;Hydropsychidae;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;212;Hydropsyche;10.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;239;Psychomyia;6.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;249;Ecnomus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;311;Athripsodes;5.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;313;Ceraclea;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;317;Oecetis;7.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;3170;Ostracoda;1.0;4;Présence ou Absence;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;364;Baetis;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;391;Procloeon bifidum;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;457;Caenis;9.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;617;Stenelmis;8.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;619;Esolus;26.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;623;Limnius;2.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;679;Gomphus;1.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;2019-10-02;C';;;;1;NbrTax;807;Chironomidae;34.0;1;Domaine de validité;X;X;1839497;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
